"Hard and Soft Credit : Constituent : JHAS ID","Hard and Soft Credit : Constituent : Date of Most Recent Gift","Hard and Soft Credit : Constituent : Date of Most Recent Pledge"
"10211746","2/7/2000",""
"10211747","1/7/2000",""
"10212025","12/15/2022",""
"10212025","12/15/2022",""
"10212395","5/24/2024","5/20/2020"
"10212455","8/26/2024",""
"10212751","2/12/2015",""
"10212960","4/13/2000","2/16/2009"
"10212960","4/13/2000","2/16/2009"
"10213275","11/27/2024","5/20/2024"
"10213372","3/22/2004",""
"10213372","3/22/2004",""
"10213373","4/22/2000",""
"10213596","11/6/2007",""
"10027269","12/31/2007",""
"10027269","12/31/2007",""
"10027598","4/21/2000",""
"10027601","4/27/2000",""
"10027481","","11/19/2002"
"10027481","","11/19/2002"
"10027481","","11/19/2002"
"10027481","","11/19/2002"
"10027741","12/8/2016",""
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027806","11/26/2024","4/2/2006"
"10027808","4/6/2000",""
"10027609","4/17/2000",""
"10027943","10/12/2005",""
"10027892","11/1/2012",""
"10027896","3/18/2024",""
"10027903","11/5/2002",""
"10027903","11/5/2002",""
"10027908","4/13/2001",""
"10027909","","5/19/2003"
"10027909","","5/19/2003"
"10028119","6/1/2006",""
"10028119","6/1/2006",""
"10028119","6/1/2006",""
"10028119","6/1/2006",""
"10028120","","12/11/2000"
"10028120","","12/11/2000"
"10028190","3/14/2023",""
"10028019","2/21/2020",""
"10028019","2/21/2020",""
"10028019","2/21/2020",""
"10028019","2/21/2020",""
"10028019","2/21/2020",""
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028021","3/14/2024","9/5/2016"
"10028026","12/16/2010",""
"10028045","12/19/2006","10/15/2001"
"10028045","12/19/2006","10/15/2001"
"10028045","12/19/2006","10/15/2001"
"10028045","12/19/2006","10/15/2001"
"10028045","12/19/2006","10/15/2001"
"10028045","12/19/2006","10/15/2001"
"10028045","12/19/2006","10/15/2001"
"10028045","12/19/2006","10/15/2001"
"10028333","12/31/2023",""
"10028333","12/31/2023",""
"10028333","12/31/2023",""
"10028333","12/31/2023",""
"10028333","12/31/2023",""
"10028333","12/31/2023",""
"10028333","12/31/2023",""
"10028350","10/6/2003","3/26/2010"
"10028350","10/6/2003","3/26/2010"
"10028350","10/6/2003","3/26/2010"
"10028350","10/6/2003","3/26/2010"
"10028352","10/11/2001",""
"10028366","3/23/2009","5/2/2013"
"10028366","3/23/2009","5/2/2013"
"10028366","3/23/2009","5/2/2013"
"10028366","3/23/2009","5/2/2013"
"10028227","7/10/2015","10/15/2001"
"10028227","7/10/2015","10/15/2001"
"10028227","7/10/2015","10/15/2001"
"10028231","9/17/2002",""
"10028231","9/17/2002",""
"10028232","7/17/2000",""
"10028528","5/25/2000",""
"10028529","5/25/2000",""
"10028531","8/26/2019",""
"10028534","5/22/2000",""
"10028535","5/31/2000",""
"10028538","5/31/2000",""
"10028540","10/3/2024",""
"10028540","10/3/2024",""
"10028449","6/12/2000",""
"10028450","6/12/2000",""
"10028452","6/12/2000",""
"10028456","9/24/2022",""
"10028722","5/29/2000",""
"10028723","5/30/2000",""
"10028623","12/14/2012",""
"10028657","11/17/2003","10/16/2002"
"10028657","11/17/2003","10/16/2002"
"10028657","11/17/2003","10/16/2002"
"10028657","11/17/2003","10/16/2002"
"10028657","11/17/2003","10/16/2002"
"10028657","11/17/2003","10/16/2002"
"10028657","11/17/2003","10/16/2002"
"10028659","10/27/2003","2/14/2001"
"10028659","10/27/2003","2/14/2001"
"10028659","10/27/2003","2/14/2001"
"10028659","10/27/2003","2/14/2001"
"10028659","10/27/2003","2/14/2001"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028667","5/1/2019","3/15/2017"
"10028668","","10/28/2001"
"10028668","","10/28/2001"
"10028669","8/5/2000",""
"10028926","6/1/2000",""
"10029003","10/13/2023",""
"10028811","6/12/2000",""
"10028812","6/12/2000",""
"10028813","6/14/2000",""
"10028814","6/14/2000",""
"10028815","11/4/2010",""
"10028816","11/4/2010",""
"10028817","6/16/2000",""
"10028886","12/27/2001","2/11/2001"
"10028886","12/27/2001","2/11/2001"
"10028886","12/27/2001","2/11/2001"
"10028887","","10/2/2008"
"10028887","","10/2/2008"
"10028887","","10/2/2008"
"10028887","","10/2/2008"
"10028887","","10/2/2008"
"10028887","","10/2/2008"
"10028888","","2/18/2001"
"10028888","","2/18/2001"
"10028890","12/27/2001",""
"10028900","8/5/2017","11/17/2002"
"10028900","8/5/2017","11/17/2002"
"10028900","8/5/2017","11/17/2002"
"10028900","8/5/2017","11/17/2002"
"10028901","9/15/2009","11/17/2002"
"10028901","9/15/2009","11/17/2002"
"10028901","9/15/2009","11/17/2002"
"10028901","9/15/2009","11/17/2002"
"10028901","9/15/2009","11/17/2002"
"10028901","9/15/2009","11/17/2002"
"10028903","","3/4/2001"
"10028903","","3/4/2001"
"10029739","3/27/2023",""
"10029739","3/27/2023",""
"10029741","5/22/2000",""
"10029743","5/22/2000",""
"10029767","3/15/2018",""
"10029662","2/11/2013","10/17/2006"
"10029662","2/11/2013","10/17/2006"
"10029662","2/11/2013","10/17/2006"
"10029928","7/3/2000",""
"10029931","7/3/2000",""
"10030049","10/5/2002",""
"10030049","10/5/2002",""
"10030337","10/30/2000",""
"10030351","7/15/2000",""
"10030352","7/15/2000",""
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030224","2/12/2015","10/17/2007"
"10030237","10/17/2000","2/15/2004"
"10030237","10/17/2000","2/15/2004"
"10030237","10/17/2000","2/15/2004"
"10030237","10/17/2000","2/15/2004"
"10030237","10/17/2000","2/15/2004"
"10030743","1/8/2001",""
"10030743","1/8/2001",""
"10030744","",""
"10030744","",""
"10030785","7/27/2000",""
"10030619","12/6/2004","11/19/2002"
"10030619","12/6/2004","11/19/2002"
"10030619","12/6/2004","11/19/2002"
"10030619","12/6/2004","11/19/2002"
"10030619","12/6/2004","11/19/2002"
"10030634","","7/18/2005"
"10030634","","7/18/2005"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030638","3/5/2007","11/13/2007"
"10030645","1/11/2001",""
"10030649","","3/19/2003"
"10030649","","3/19/2003"
"10030649","","3/19/2003"
"10030649","","3/19/2003"
"10030649","","3/19/2003"
"10030649","","3/19/2003"
"10030674","","9/12/2005"
"10030674","","9/12/2005"
"10030674","","9/12/2005"
"10030674","","9/12/2005"
"10030674","","9/12/2005"
"10030675","","12/12/2003"
"10030675","","12/12/2003"
"10030675","","12/12/2003"
"10030679","10/7/2003","11/17/2002"
"10030679","10/7/2003","11/17/2002"
"10030679","10/7/2003","11/17/2002"
"10030679","10/7/2003","11/17/2002"
"10030685","9/12/2005",""
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030686","8/30/2010","5/29/2011"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030688","12/21/2005","9/21/2010"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030690","9/1/2007","2/21/2009"
"10030693","2/24/2004",""
"10030960","","2/28/2001"
"10030960","","2/28/2001"
"10030960","","2/28/2001"
"10030961","",""
"10030961","",""
"10030968","1/4/2023",""
"10030971","","10/14/2001"
"10030971","","10/14/2001"
"10030971","","10/14/2001"
"10030971","","10/14/2001"
"10030972","","3/25/2002"
"10030972","","3/25/2002"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030974","5/24/2024","8/24/2010"
"10030975","","3/12/2002"
"10030975","","3/12/2002"
"10030975","","3/12/2002"
"10030975","","3/12/2002"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10030985","9/1/2009","9/18/2012"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10031001","10/23/2009","3/6/2001"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030828","4/12/2014","10/16/2002"
"10030829","2/14/2001",""
"10030833","9/4/2011","12/12/2003"
"10030833","9/4/2011","12/12/2003"
"10030833","9/4/2011","12/12/2003"
"10030834","","12/12/2003"
"10030834","","12/12/2003"
"10030894","6/23/2018",""
"10030897","9/3/2008",""
"10031171","6/1/2003",""
"10031198","",""
"10031037","6/23/2000",""
"10031039","6/19/2000",""
"10031040","6/19/2000",""
"10031055","5/12/2023",""
"10031312","4/21/2016",""
"10031238","6/26/2000",""
"10031249","6/26/2000",""
"10031251","6/26/2000",""
"10031258","6/22/2000",""
"10031261","5/10/2000",""
"10031579","12/26/2024",""
"10031601","6/19/2015",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031736","12/15/2021",""
"10031770","6/23/2006",""
"10031771","8/31/2000",""
"10031772","12/6/2024","11/15/2023"
"10031772","12/6/2024","11/15/2023"
"10031772","12/6/2024","11/15/2023"
"10031772","12/6/2024","11/15/2023"
"10031773","8/8/2000",""
"10031774","4/25/2013","6/10/2004"
"10031774","4/25/2013","6/10/2004"
"10031774","4/25/2013","6/10/2004"
"10031774","4/25/2013","6/10/2004"
"10031774","4/25/2013","6/10/2004"
"10031774","4/25/2013","6/10/2004"
"10031774","4/25/2013","6/10/2004"
"10031774","4/25/2013","6/10/2004"
"10031774","4/25/2013","6/10/2004"
"10031612","4/23/2015",""
"10031615","3/24/2003","10/15/2001"
"10031615","3/24/2003","10/15/2001"
"10031615","3/24/2003","10/15/2001"
"10031615","3/24/2003","10/15/2001"
"10031618","4/3/2001",""
"10031668","10/2/2005",""
"10031668","10/2/2005",""
"10031669","3/7/2015",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031670","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031671","5/1/2009",""
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031672","9/27/2010","2/25/2009"
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031673","9/27/2010",""
"10031674","11/4/2009","11/16/2008"
"10031674","11/4/2009","11/16/2008"
"10031674","11/4/2009","11/16/2008"
"10031674","11/4/2009","11/16/2008"
"10031674","11/4/2009","11/16/2008"
"10031674","11/4/2009","11/16/2008"
"10031674","11/4/2009","11/16/2008"
"10031674","11/4/2009","11/16/2008"
"10031674","11/4/2009","11/16/2008"
"10031676","11/4/2009",""
"10031676","11/4/2009",""
"10031676","11/4/2009",""
"10031676","11/4/2009",""
"10031676","11/4/2009",""
"10031677","5/16/2017",""
"10031678","6/16/2009",""
"10031909","2/22/2005",""
"10031978","5/17/2017",""
"10031979","8/2/2000",""
"10031816","6/11/2013",""
"10031816","6/11/2013",""
"10031816","6/11/2013",""
"10031816","6/11/2013",""
"10031865","11/6/2000",""
"10031866","11/6/2000",""
"10031867","11/6/2000",""
"10031871","9/4/2008",""
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031872","5/27/2014","2/17/2015"
"10031873","10/30/2000",""
"10031876","10/31/2000",""
"10031879","8/24/2000",""
"10031880","8/24/2000",""
"10031881","8/16/2000",""
"10031882","1/20/2000",""
"10031884","9/5/2000",""
"10031885","9/26/2000",""
"10031886","10/20/2015",""
"10031886","10/20/2015",""
"10031890","7/25/2000",""
"10032133","9/27/2000",""
"10032154","10/17/2024",""
"10032155","9/17/2002",""
"10032155","9/17/2002",""
"10032013","2/12/2020",""
"10032013","2/12/2020",""
"10032084","11/16/2000",""
"10032369","8/11/2022",""
"10032279","11/7/2008",""
"10032279","11/7/2008",""
"10032279","11/7/2008",""
"10032279","11/7/2008",""
"10032579","10/16/2000",""
"10032433","1/3/2017","9/29/2005"
"10032433","1/3/2017","9/29/2005"
"10032441","11/26/2023","11/28/2023"
"10032441","11/26/2023","11/28/2023"
"10032441","11/26/2023","11/28/2023"
"10032441","11/26/2023","11/28/2023"
"10032706","8/18/2007",""
"10032749","10/24/2000",""
"10032666","8/3/2000",""
"10240373","12/22/2020",""
"10240373","12/22/2020",""
"10240373","12/22/2020",""
"10240373","12/22/2020",""
"10240373","12/22/2020",""
"10240373","12/22/2020",""
"10240373","12/22/2020",""
"10240399","","10/14/2001"
"10240399","","10/14/2001"
"10240399","","10/14/2001"
"10240399","","10/14/2001"
"10240404","","3/8/2001"
"10240404","","3/8/2001"
"10240406","6/26/2007",""
"10240406","6/26/2007",""
"10240406","6/26/2007",""
"10240406","6/26/2007",""
"10240406","6/26/2007",""
"10240304","8/31/2023",""
"10240304","8/31/2023",""
"10240572","6/14/2023",""
"10240572","6/14/2023",""
"10240572","6/14/2023",""
"10240572","6/14/2023",""
"10240572","6/14/2023",""
"10240572","6/14/2023",""
"10240572","6/14/2023",""
"10240423","4/26/2010","3/16/2004"
"10240423","4/26/2010","3/16/2004"
"10240423","4/26/2010","3/16/2004"
"10240423","4/26/2010","3/16/2004"
"10240464","1/10/2017",""
"10240494","11/17/2000",""
"10240494","11/17/2000",""
"10240503","12/23/2024",""
"10240533","11/3/2000",""
"10240534","11/3/2000",""
"10240535","8/7/2023",""
"10240538","1/17/2024",""
"10240538","1/17/2024",""
"10240538","1/17/2024",""
"10240538","1/17/2024",""
"10240748","11/25/2000",""
"10240769","7/16/2007",""
"10240610","7/26/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240637","12/28/2012",""
"10240643","11/7/2011",""
"10240649","11/13/2000",""
"10240675","11/13/2000",""
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240693","1/8/2018","8/29/2011"
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240823","12/20/2013",""
"10240892","3/9/2013",""
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10240930","12/29/2003","10/13/2005"
"10241116","1/17/2001",""
"10241117","1/16/2001",""
"10241125","","11/17/2002"
"10241125","","11/17/2002"
"10241125","","11/17/2002"
"10241470","12/22/2000",""
"10241520","11/10/2014","6/6/2012"
"10241520","11/10/2014","6/6/2012"
"10241520","11/10/2014","6/6/2012"
"10241520","11/10/2014","6/6/2012"
"10241520","11/10/2014","6/6/2012"
"10241520","11/10/2014","6/6/2012"
"10241520","11/10/2014","6/6/2012"
"10241520","11/10/2014","6/6/2012"
"10241520","11/10/2014","6/6/2012"
"10241799","8/31/2024",""
"10241799","8/31/2024",""
"10241805","11/26/2019","2/16/2009"
"10241805","11/26/2019","2/16/2009"
"10241805","11/26/2019","2/16/2009"
"10241805","11/26/2019","2/16/2009"
"10241805","11/26/2019","2/16/2009"
"10241694","4/17/2008","11/9/2000"
"10241694","4/17/2008","11/9/2000"
"10241694","4/17/2008","11/9/2000"
"10241694","4/17/2008","11/9/2000"
"10241850","4/9/2010",""
"10241850","4/9/2010",""
"10241850","4/9/2010",""
"10241850","4/9/2010",""
"10241850","4/9/2010",""
"10241850","4/9/2010",""
"10241850","4/9/2010",""
"10241850","4/9/2010",""
"10241850","4/9/2010",""
"10241918","1/5/2001",""
"10241933","10/22/2023",""
"10242240","1/9/2001",""
"10242242","1/9/2001",""
