"Hard and Soft Credit : Constituent : JHAS ID","Hard and Soft Credit : Constituent : Date of Most Recent Gift","Hard and Soft Credit : Constituent : Date of Most Recent Pledge"
"10346136","7/6/2002",""
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346156","3/11/1996","1/29/1999"
"10346160","5/12/1983",""
"10346160","5/12/1983",""
"10346162","3/1/2000",""
"10346162","3/1/2000",""
"10346162","3/1/2000",""
"10346163","","10/27/1987"
"10346163","","10/27/1987"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346164","4/19/2022","2/5/2017"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346165","3/13/2007","11/19/1990"
"10346167","","10/23/1984"
"10346167","","10/23/1984"
"10346233","8/23/2024","4/26/1988"
"10346233","8/23/2024","4/26/1988"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346241","6/13/2008","10/9/2003"
"10346244","12/5/1994","2/3/2005"
"10346244","12/5/1994","2/3/2005"
"10346244","12/5/1994","2/3/2005"
"10346244","12/5/1994","2/3/2005"
"10346244","12/5/1994","2/3/2005"
"10346244","12/5/1994","2/3/2005"
"10346246","6/24/1994","11/19/1990"
"10346246","6/24/1994","11/19/1990"
"10346246","6/24/1994","11/19/1990"
"10346246","6/24/1994","11/19/1990"
"10346246","6/24/1994","11/19/1990"
"10346246","6/24/1994","11/19/1990"
"10346246","6/24/1994","11/19/1990"
"10346246","6/24/1994","11/19/1990"
"10346246","6/24/1994","11/19/1990"
"10346336","2/11/2025","4/19/1995"
"10346336","2/11/2025","4/19/1995"
"10346336","2/11/2025","4/19/1995"
"10346336","2/11/2025","4/19/1995"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346356","10/3/2009","9/17/2008"
"10346359","3/24/1997","7/14/2003"
"10346359","3/24/1997","7/14/2003"
"10346359","3/24/1997","7/14/2003"
"10346359","3/24/1997","7/14/2003"
"10346359","3/24/1997","7/14/2003"
"10346359","3/24/1997","7/14/2003"
"10346359","3/24/1997","7/14/2003"
"10346360","8/8/2005","7/17/1990"
"10346360","8/8/2005","7/17/1990"
"10346360","8/8/2005","7/17/1990"
"10346360","8/8/2005","7/17/1990"
"10346360","8/8/2005","7/17/1990"
"10346360","8/8/2005","7/17/1990"
"10346361","2/29/1984",""
"10346361","2/29/1984",""
"10346361","2/29/1984",""
"10346361","2/29/1984",""
"10346361","2/29/1984",""
"10346361","2/29/1984",""
"10346361","2/29/1984",""
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346363","8/30/2012","3/22/2010"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346364","4/6/2001","9/22/2009"
"10346365","12/31/2001","11/9/2008"
"10346365","12/31/2001","11/9/2008"
"10346365","12/31/2001","11/9/2008"
"10346365","12/31/2001","11/9/2008"
"10346366","10/21/1993","10/5/1995"
"10346366","10/21/1993","10/5/1995"
"10346366","10/21/1993","10/5/1995"
"10346366","10/21/1993","10/5/1995"
"10346366","10/21/1993","10/5/1995"
"10346366","10/21/1993","10/5/1995"
"10346366","10/21/1993","10/5/1995"
"10346366","10/21/1993","10/5/1995"
"10346368","","10/18/1989"
"10346368","","10/18/1989"
"10346368","","10/18/1989"
"10346368","","10/18/1989"
"10346384","10/18/2005",""
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346398","4/18/1995","6/30/1994"
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346413","4/3/2013",""
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346414","2/8/2006","10/9/2003"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346417","11/6/2024","9/11/1990"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346419","4/10/2001","2/17/2004"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346420","2/19/2013","9/30/1999"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346446","12/28/2010","10/17/1985"
"10346447","","11/26/1990"
"10346447","","11/26/1990"
"10346447","","11/26/1990"
"10346447","","11/26/1990"
"10346447","","11/26/1990"
"10346447","","11/26/1990"
"10346448","12/7/2001","10/4/1988"
"10346448","12/7/2001","10/4/1988"
"10346450","7/18/2024","6/24/1998"
"10346450","7/18/2024","6/24/1998"
"10346453","","12/27/1988"
"10346453","","12/27/1988"
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346474","5/10/2019",""
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346475","3/30/2011","5/6/2010"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346476","1/25/1991","12/10/1991"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346497","11/9/2022","11/9/2022"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346498","12/20/2022","10/12/2003"
"10346499","9/19/2024",""
"10346499","9/19/2024",""
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346501","5/1/2019","12/7/2003"
"10346502","7/10/2008",""
"10346520","10/1/2012","10/16/2001"
"10346520","10/1/2012","10/16/2001"
"10346520","10/1/2012","10/16/2001"
"10346520","10/1/2012","10/16/2001"
"10346520","10/1/2012","10/16/2001"
"10346520","10/1/2012","10/16/2001"
"10346520","10/1/2012","10/16/2001"
"10346520","10/1/2012","10/16/2001"
"10346520","10/1/2012","10/16/2001"
