"Hard and Soft Credit : Constituent : JHAS ID","Credit Amount","Fiscal Years"
"13072851","50.00","Prior FYs"
"11948373","25.00","Prior FYs"
"13072902","50.00","Prior FYs"
"13072000","50.00","Prior FYs"
"12401514","35.00","Prior FYs"
"12401514","35.00","Prior FYs"
"12401514","1000.00","Prior FYs"
"12401514","1000.00","Prior FYs"
"12401514","1000.00","Prior FYs"
"12401514","35.00","Prior FYs"
"13317154","30.00","Prior FYs"
"13317154","100.00","Prior FYs"
"13324506","25.00","Prior FYs"
"13317990","25.00","Prior FYs"
"13317991","25.00","Prior FYs"
"13319702","60.00","Prior FYs"
"13320679","50.00","Prior FYs"
"13320203","100.00","Prior FYs"
"13320203","100.00","Prior FYs"
"13320142","25.00","Prior FYs"
"13320270","100.00","Prior FYs"
"13318582","40.00","Prior FYs"
"13318582","10.00","Prior FYs"
"13318582","10.00","Prior FYs"
"13318582","40.00","Prior FYs"
"13318582","25.00","Prior FYs"
"13318582","20.00","Prior FYs"
"13318582","40.00","Prior FYs"
"13318582","10.00","Prior FYs"
"13318582","20.00","Prior FYs"
"13318582","40.00","Prior FYs"
"13318582","40.00","Prior FYs"
"13318582","50.00","Prior FYs"
"13318582","40.00","Prior FYs"
"13318582","50.00","Prior FYs"
"13318582","50.00","Prior FYs"
"13318582","50.00","Prior FYs"
"13318582","50.00","Prior FYs"
"13319532","50.00","Prior FYs"
"13317901","25.00","Prior FYs"
"11948398","100.00","Prior FYs"
"13317917","25.00","Prior FYs"
"13317917","20.00","Prior FYs"
"13317917","30.00","Prior FYs"
"13317920","100.00","Prior FYs"
"13317920","100.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317920","100.00","Prior FYs"
"13317920","100.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317920","150.00","Prior FYs"
"13317567","100.00","Prior FYs"
"13104861","30.00","Prior FYs"
"13104861","30.00","Prior FYs"
"13104861","25.00","Prior FYs"
"13104861","25.00","Prior FYs"
"13104861","25.00","Prior FYs"
"13104861","15.00","Prior FYs"
"13104861","25.00","Prior FYs"
"13104861","30.00","Prior FYs"
"13317589","20.00","Prior FYs"
"13317589","50.00","Prior FYs"
"13317589","50.00","Prior FYs"
"13317589","20.00","Prior FYs"
"13317589","50.00","Prior FYs"
"13317603","10.00","Prior FYs"
"13317603","5.00","Prior FYs"
"13317603","15.00","Prior FYs"
"13317603","25.00","Prior FYs"
"13317603","25.00","Prior FYs"
"13317603","10.00","Prior FYs"
"13317603","10.00","Prior FYs"
"13317603","25.00","Prior FYs"
"13317603","80.00","Prior FYs"
"13317603","80.00","Prior FYs"
"13317608","25.00","Prior FYs"
"13317608","25.00","Prior FYs"
"13317608","25.00","Prior FYs"
"13317608","25.00","Prior FYs"
"13317608","30.00","Prior FYs"
"13317608","50.00","Prior FYs"
"13317608","50.00","Prior FYs"
"12409313","25.00","Prior FYs"
"13320962","25.00","Prior FYs"
"13320063","25.00","Prior FYs"
"13320063","14.00","Prior FYs"
"13320078","200.00","Prior FYs"
"12408659","20.00","Prior FYs"
"13321217","500.00","Prior FYs"
"13319998","250.00","Prior FYs"
"13319943","10.00","Prior FYs"
"13319943","10.00","Prior FYs"
"12406295","200.00","Prior FYs"
"12406931","100.00","Prior FYs"
"13320218","100.00","Prior FYs"
"13214078","50.00","Prior FYs"
"13214078","50.00","Prior FYs"
"13321597","20.00","Prior FYs"
"13321597","50.00","Prior FYs"
"13321597","20.00","Prior FYs"
"13321597","25.00","Prior FYs"
"13321597","50.00","Prior FYs"
"13321597","20.00","Prior FYs"
"13321597","25.00","Prior FYs"
"13321597","100.00","Prior FYs"
"13321597","100.00","Prior FYs"
"13321597","50.00","Prior FYs"
"13321597","20.00","Prior FYs"
"13321597","25.00","Prior FYs"
"13321585","50.00","Prior FYs"
"13321585","25.00","Prior FYs"
"13321585","25.00","Prior FYs"
"13321585","25.00","Prior FYs"
"13321585","25.00","Prior FYs"
"13321585","50.00","Prior FYs"
"12583162","20.00","Prior FYs"
"13322028","10.00","Prior FYs"
"13322028","10.00","Prior FYs"
"13322028","10.00","Prior FYs"
"13321847","30.00","Prior FYs"
"13321847","50.00","Prior FYs"
"12583164","20.00","Prior FYs"
"13214069","10000.00","This FY"
"13104894","50.00","Prior FYs"
"13104894","100.00","Prior FYs"
"13104894","50.00","Prior FYs"
"13104894","50.00","Prior FYs"
"13104894","50.00","Prior FYs"
"13104894","100.00","Prior FYs"
"13104894","250.00","Prior FYs"
"13104894","100.00","Prior FYs"
"13104894","50.00","Prior FYs"
"13104894","250.00","Prior FYs"
"13104894","150.00","Prior FYs"
"13104894","300.00","Prior FYs"
"13104894","250.00","Prior FYs"
"13104894","150.00","Prior FYs"
"13104894","500.00","Prior FYs"
"13104894","500.00","Prior FYs"
"13104894","250.00","Prior FYs"
"13104894","125.00","Prior FYs"
"13104894","100.00","Prior FYs"
"13104894","100.00","Prior FYs"
"13104894","75.00","Prior FYs"
"12410470","50.00","Prior FYs"
"12410470","60.00","Prior FYs"
"12410470","65.00","Prior FYs"
"13322900","100.00","Prior FYs"
"13322900","100.00","Prior FYs"
"13322900","25.00","Prior FYs"
"13322900","25.00","Prior FYs"
"13322900","70.00","Prior FYs"
"13322900","25.00","Prior FYs"
"13322900","35.00","Prior FYs"
"13322901","70.00","Prior FYs"
"13322901","100.00","Prior FYs"
"13322901","80.00","Prior FYs"
"13322901","100.00","Prior FYs"
"13322901","70.00","Prior FYs"
"13322901","100.00","Prior FYs"
"13322901","150.00","Prior FYs"
"13322901","100.00","Prior FYs"
"13322901","70.00","Prior FYs"
"13322901","90.00","Prior FYs"
"13322901","45.00","Prior FYs"
"13322901","50.00","Prior FYs"
"13322901","100.00","Prior FYs"
"11910388","50.00","Prior FYs"
"11949922","50.00","Prior FYs"
"11949922","50.00","Prior FYs"
"11949922","50.00","Prior FYs"
"13322584","5.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13012260","1000.00","Prior FYs"
"13321720","1000.00","Prior FYs"
"13321720","1000.00","Prior FYs"
"13321720","1000.00","Prior FYs"
"13321720","1000.00","Prior FYs"
"13321720","1000.00","Prior FYs"
"13321552","150.00","Prior FYs"
"11949237","125000.00","Prior FYs"
"11949237","34626.08","Prior FYs"
"11949237","58762.50","Prior FYs"
"11949237","3625.00","Prior FYs"
"11949237","7375.00","Prior FYs"
"11949237","33712.77","Prior FYs"
"11949237","3400.00","Prior FYs"
"11949237","1.00","Prior FYs"
"11949237","20000.00","Prior FYs"
"11949237","1100.00","Prior FYs"
"11949237","54488.22","Prior FYs"
"11949237","4400.00","Prior FYs"
"11949237","20000.00","Prior FYs"
"11949237","22288.22","Prior FYs"
"11949237","20000.00","Prior FYs"
"11949237","12200.00","Prior FYs"
"12581676","20.00","Prior FYs"
"12233838","25.00","Prior FYs"
"13322258","300.00","Prior FYs"
"13322258","180.00","Prior FYs"
"13322258","100.00","Prior FYs"
"12581677","110.00","Prior FYs"
"13324028","200.00","Prior FYs"
"13322167","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","6000.00","Prior FYs"
"11949933","6000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","3000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","5000.00","Prior FYs"
"11949933","2500.00","Prior FYs"
"11949933","2500.00","Prior FYs"
"11949933","2500.00","Prior FYs"
"11949933","2500.00","Prior FYs"
"11949933","2500.00","Prior FYs"
"11949933","2500.00","Prior FYs"
"11949933","3000.00","This FY"
"12582442","100.00","Prior FYs"
"11949974","50.00","Prior FYs"
"11949974","50.00","Prior FYs"
"11949974","50.00","Prior FYs"
"11949974","55.00","Prior FYs"
"11949974","75.00","Prior FYs"
"11949974","80.00","Prior FYs"
"11949974","50.00","Prior FYs"
"11949974","50.00","Prior FYs"
"11949974","50.00","Prior FYs"
"11949976","50.00","Prior FYs"
"11949226","140.00","Prior FYs"
"11949226","50.00","Prior FYs"
"12588781","100.00","Prior FYs"
"12588781","100.00","Prior FYs"
"13325341","2000.00","Prior FYs"
"13325341","2000.00","Prior FYs"
"13325341","2000.00","Prior FYs"
"13325341","2000.00","Prior FYs"
"13325341","2000.00","Prior FYs"
"13325341","2000.00","Prior FYs"
"13325341","2000.00","Prior FYs"
"13325341","2000.00","Prior FYs"
"13325341","343217.00","Prior FYs"
"13324539","15.00","Prior FYs"
"12587281","10.00","Prior FYs"
"13325117","100.00","Prior FYs"
"11949958","150.00","Prior FYs"
"11949958","300.00","Prior FYs"
"11949958","300.00","Prior FYs"
"11949958","100.00","Prior FYs"
"11949958","200.00","Prior FYs"
"13324824","100.00","Prior FYs"
"13324824","25.00","Prior FYs"
"13324824","50.00","Prior FYs"
"13324824","100.00","Prior FYs"
"13324824","50.00","Prior FYs"
"13324824","110.00","Prior FYs"
"13324824","100.00","Prior FYs"
"13324824","110.00","Prior FYs"
"13324824","50.00","Prior FYs"
"13324824","50.00","Prior FYs"
"13324824","100.00","Prior FYs"
"13324824","25.00","Prior FYs"
"13324824","25.00","Prior FYs"
"13324824","25.00","Prior FYs"
"13324824","100.00","Prior FYs"
"13324824","25.00","Prior FYs"
"13324824","25.00","Prior FYs"
"13324824","25.00","Prior FYs"
"13324824","100.00","Prior FYs"
"13324824","100.00","Prior FYs"
"12586402","25.00","Prior FYs"
"13183967","75.00","Prior FYs"
"13183967","75.00","Prior FYs"
"13183967","75.00","Prior FYs"
"13325051","25.00","Prior FYs"
"13324810","25.00","Prior FYs"
"13325214","25.00","Prior FYs"
"13325214","50.00","Prior FYs"
"13325214","25.00","Prior FYs"
"13325214","50.00","Prior FYs"
"13325215","25.00","Prior FYs"
"13325215","25.00","Prior FYs"
"13325102","100.00","Prior FYs"
"13325102","100.00","Prior FYs"
"13325102","100.00","Prior FYs"
"13325102","100.00","Prior FYs"
"13325102","200.00","Prior FYs"
"13325102","250.00","Prior FYs"
"13325102","200.00","Prior FYs"
"13325102","200.00","Prior FYs"
"13325102","300.00","Prior FYs"
"13326421","250.00","Prior FYs"
"13326421","100.00","Prior FYs"
"13183994","25.00","Prior FYs"
"13184046","25.00","Prior FYs"
"13184046","25.00","Prior FYs"
"13184046","25.00","Prior FYs"
"13184046","25.00","Prior FYs"
"13184046","10.00","Prior FYs"
"13184046","5.00","Prior FYs"
"13325403","50.00","Prior FYs"
"13325403","100.00","Prior FYs"
"13325403","100.00","Prior FYs"
"13325403","150.00","Prior FYs"
"13325403","50.00","Prior FYs"
"13325403","100.00","Prior FYs"
"13325403","150.00","Prior FYs"
"13325403","150.00","Prior FYs"
"13325410","25.00","Prior FYs"
"13325227","25.00","Prior FYs"
"13325227","35.00","Prior FYs"
"13325690","20.00","Prior FYs"
"12587827","35.00","Prior FYs"
"13325609","25.00","Prior FYs"
"13325609","25.00","Prior FYs"
"12592044","50.00","Prior FYs"
"12592044","50.00","Prior FYs"
"12592044","50.00","Prior FYs"
"12592044","100.00","Prior FYs"
"12592044","100.00","Prior FYs"
"12592044","100.00","Prior FYs"
"12592044","150.00","Prior FYs"
"13326064","119.00","Prior FYs"
"13326249","25.00","Prior FYs"
"12592006","250.00","Prior FYs"
"12592007","100.00","Prior FYs"
"11910392","100.00","Prior FYs"
"11910392","150.00","Prior FYs"
"13326631","18.00","Prior FYs"
"13326631","34.00","Prior FYs"
"13326631","29.00","This FY"
"11950754","30.00","Prior FYs"
"11950754","20.00","Prior FYs"
"11950760","100.00","Prior FYs"
"11950760","150.00","Prior FYs"
"11950760","160.00","Prior FYs"
"11950760","225.00","Prior FYs"
"11950752","40.00","Prior FYs"
"13326610","75.00","Prior FYs"
"13326610","75.00","Prior FYs"
"13326610","50.00","Prior FYs"
"13326662","500.00","Prior FYs"
"13183996","319.00","Prior FYs"
"12593669","10.00","Prior FYs"
"11951644","50.00","Prior FYs"
"11951644","50.00","Prior FYs"
"11950888","25.00","Prior FYs"
"11950888","13.00","Prior FYs"
"11950888","39.00","This FY"
"12595202","25.00","Prior FYs"
"13201428","25.00","Prior FYs"
"13201062","50.00","Prior FYs"
"12595296","50.00","Prior FYs"
"12595297","100.00","Prior FYs"
"12595098","100.00","Prior FYs"
"12595099","50.00","Prior FYs"
"12595100","50.00","Prior FYs"
"12595101","50.00","Prior FYs"
"13201063","25.00","Prior FYs"
"12595102","50.00","Prior FYs"
"13201069","800.00","Prior FYs"
"13201070","800.00","Prior FYs"
"12595103","50.00","Prior FYs"
"12595104","50.00","Prior FYs"
"12595105","100.00","Prior FYs"
"13201071","100.00","Prior FYs"
"12595126","100.00","Prior FYs"
"13201072","50.00","Prior FYs"
"13201073","50.00","Prior FYs"
"13201047","50.00","Prior FYs"
"13200607","1000.00","Prior FYs"
"11951650","1000.00","Prior FYs"
"13326763","20.00","Prior FYs"
"13326763","20.00","Prior FYs"
"13201050","200.00","Prior FYs"
"13201048","50.00","Prior FYs"
"13201048","50.00","Prior FYs"
"12595128","50.00","Prior FYs"
"12595128","50.00","Prior FYs"
"13201074","200.00","Prior FYs"
"13201075","200.00","Prior FYs"
"12595118","100.00","Prior FYs"
"12595118","150.00","Prior FYs"
"12595118","100.00","Prior FYs"
"12595118","100.00","Prior FYs"
"12595118","100.00","Prior FYs"
"12595118","100.00","Prior FYs"
"12595118","165.46","Prior FYs"
"12595118","100.00","Prior FYs"
"12595118","211.00","Prior FYs"
"12595118","250.07","Prior FYs"
"12595118","100.00","Prior FYs"
"12595118","273.00","Prior FYs"
"12595118","227.60","Prior FYs"
"12595118","189.25","Prior FYs"
"12595118","149.88","Prior FYs"
"12595118","189.34","Prior FYs"
"13200449","25.00","Prior FYs"
"13200267","75.00","Prior FYs"
"11910437","75.00","Prior FYs"
"13014611","250.00","Prior FYs"
"13209332","50.00","Prior FYs"
"13202514","50.00","Prior FYs"
"13202514","200.00","Prior FYs"
"13200973","75.00","Prior FYs"
"13203354","100.00","Prior FYs"
"12596032","25.00","Prior FYs"
"13201496","100.00","Prior FYs"
"13204365","100.00","Prior FYs"
"13204379","100.00","Prior FYs"
"13204366","100.00","Prior FYs"
"13201762","100.00","Prior FYs"
"13201762","100.00","Prior FYs"
"13201814","75.00","Prior FYs"
"13201814","75.00","Prior FYs"
"13202098","50.00","Prior FYs"
"13201478","500.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201008","20.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201008","50.00","Prior FYs"
"13201009","30.00","Prior FYs"
"13201009","30.00","Prior FYs"
"12312338","25.00","Prior FYs"
"12312350","25.00","Prior FYs"
"13203581","100.00","Prior FYs"
"13202099","50.00","Prior FYs"
"13202101","25.00","Prior FYs"
"13202101","25.00","Prior FYs"
"13203006","20.00","Prior FYs"
"13203006","12.50","Prior FYs"
"13203006","13.00","Prior FYs"
"13203006","38.00","Prior FYs"
"13202989","50.00","Prior FYs"
"13202989","50.00","Prior FYs"
"13203484","1000.00","Prior FYs"
"13203485","60.00","Prior FYs"
"13203485","80.00","Prior FYs"
"12311513","25.00","Prior FYs"
"13204382","50.00","Prior FYs"
"13214137","600.00","Prior FYs"
"13214137","3999.96","Prior FYs"
"13214137","3000.00","Prior FYs"
"13214137","600.00","Prior FYs"
"13214137","3000.00","Prior FYs"
"13214137","2333.00","Prior FYs"
"13214137","1666.96","Prior FYs"
"13214137","400.00","Prior FYs"
"13214137","600.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","400.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","333.02","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","0.31","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","333.33","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","250.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","50.00","Prior FYs"
"13214137","10000.00","Prior FYs"
"13214137","30000.00","Prior FYs"
"13214137","4004.00","Prior FYs"
"13214137","2000.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","5000.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","3000.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","5000.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","286.00","Prior FYs"
"13214137","5000.00","Prior FYs"
"13214137","5000.00","Prior FYs"
"13214137","5000.00","Prior FYs"
"13214137","10000.00","Prior FYs"
"13214137","10000.00","Prior FYs"
"13214137","10000.00","Prior FYs"
"13214137","5000.00","Prior FYs"
"13214137","5000.00","This FY"
"13203249","10000.00","Prior FYs"
"13203249","15000.00","Prior FYs"
"13203249","10000.00","Prior FYs"
"13203249","5000.00","Prior FYs"
"12597738","36.00","Prior FYs"
"12597739","36.00","Prior FYs"
"12597740","100.00","Prior FYs"
"12597741","100.00","Prior FYs"
"13203201","100.00","Prior FYs"
"13203267","118.00","Prior FYs"
"13204012","21.00","Prior FYs"
"12020658","20.00","Prior FYs"
"13214195","250.00","Prior FYs"
"13205464","200.00","Prior FYs"
"13205571","100.00","Prior FYs"
"13205571","25.00","Prior FYs"
"12020653","7500.00","Prior FYs"
"12321974","50.00","Prior FYs"
"12322821","25.00","Prior FYs"
"13208316","150.00","Prior FYs"
"13208316","350.00","This FY"
"13208438","100.00","Prior FYs"
"13208438","35.00","Prior FYs"
"12021500","100.00","Prior FYs"
"12021500","100.00","Prior FYs"
"12021500","15.00","Prior FYs"
"12021500","50.00","Prior FYs"
"13214198","100.00","Prior FYs"
"13208102","100.00","Prior FYs"
"13208159","100.00","Prior FYs"
"13208159","100.00","Prior FYs"
"13208159","60.00","Prior FYs"
"13208159","100.00","Prior FYs"
"13208159","100.00","Prior FYs"
"13194692","20.00","Prior FYs"
"13194200","25.00","Prior FYs"
"13194200","15.00","Prior FYs"
"13194255","250.00","Prior FYs"
"13194255","250.00","Prior FYs"
"13194255","150.00","Prior FYs"
"13194255","250.00","Prior FYs"
"13194255","1500.00","Prior FYs"
"13194255","1800.00","Prior FYs"
"13194255","1500.00","Prior FYs"
"13209842","50.00","Prior FYs"
"13209878","100.00","Prior FYs"
"13209878","100.00","Prior FYs"
"13209878","100.00","Prior FYs"
"13209878","100.00","Prior FYs"
"13209878","40.00","Prior FYs"
"13209878","75.00","Prior FYs"
"13209878","100.00","Prior FYs"
"13209878","150.00","Prior FYs"
"13209878","150.00","Prior FYs"
"13209878","100.00","Prior FYs"
"13209878","100.00","Prior FYs"
"13209878","75.00","Prior FYs"
"13209878","100.00","Prior FYs"
"13209878","50.00","Prior FYs"
"12021602","500.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","50.00","Prior FYs"
"12021602","100.00","Prior FYs"
"12021602","100.00","Prior FYs"
"12021602","100.00","Prior FYs"
"13209815","50.00","Prior FYs"
"13209815","50.00","Prior FYs"
"13209820","100.00","Prior FYs"
"13209820","50.00","Prior FYs"
"13209820","100.00","Prior FYs"
"12333746","991.05","Prior FYs"
"12333746","360.00","Prior FYs"
"12333746","60.00","Prior FYs"
"12334805","35.00","Prior FYs"
"13194155","1000.00","Prior FYs"
"13194155","21.00","Prior FYs"
"13194155","25.00","Prior FYs"
"13194155","1000.00","Prior FYs"
"13194155","1000.00","Prior FYs"
"13194155","5000.00","Prior FYs"
"13194155","1000.00","Prior FYs"
"13194155","10000.00","Prior FYs"
"13194155","1000.00","Prior FYs"
"13194155","1000.00","Prior FYs"
"13194155","984.00","Prior FYs"
"13209426","25.00","Prior FYs"
"13208070","75.00","Prior FYs"
"13208070","75.00","Prior FYs"
"13208070","75.00","Prior FYs"
"12021567","52754.68","Prior FYs"
"13194139","45.00","Prior FYs"
"13194496","25.00","Prior FYs"
"13194496","25.00","Prior FYs"
"13194496","20.00","Prior FYs"
"13194433","20.00","Prior FYs"
"13194433","20.00","Prior FYs"
"13194950","100.00","Prior FYs"
"13194950","100.00","Prior FYs"
"13194950","100.00","Prior FYs"
"13209323","25.00","Prior FYs"
"12331912","25.00","Prior FYs"
"12331912","25.00","Prior FYs"
"13209358","200.00","Prior FYs"
"13195998","100.00","Prior FYs"
"13195999","100.00","Prior FYs"
"13195889","1.00","Prior FYs"
"13195889","25.00","Prior FYs"
"13209871","20.00","Prior FYs"
"13209871","20.00","Prior FYs"
"13209871","100.00","Prior FYs"
"13209428","10.00","Prior FYs"
"13209409","10.00","Prior FYs"
"12330176","50.00","Prior FYs"
"13209410","30.00","Prior FYs"
"13209410","25.00","Prior FYs"
"13209429","25.00","Prior FYs"
"13209429","30.00","Prior FYs"
"12236208","100.00","Prior FYs"
"12332021","15.00","Prior FYs"
"12332022","25.00","Prior FYs"
"12332023","10.00","Prior FYs"
"12332024","100.00","Prior FYs"
"13194505","250.00","Prior FYs"
"12332025","250.00","Prior FYs"
"12236213","300.00","Prior FYs"
"12236214","300.00","Prior FYs"
"12022442","20.00","Prior FYs"
"12022442","20.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","30.00","Prior FYs"
"13209518","30.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","30.00","Prior FYs"
"13209518","30.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"13209518","25.00","Prior FYs"
"12330166","50.00","Prior FYs"
"13209411","20.00","Prior FYs"
"12337440","100.00","Prior FYs"
"12337441","100.00","Prior FYs"
"13195552","500.01","Prior FYs"
"13195552","1000.00","Prior FYs"
"13195552","13000.08","Prior FYs"
"13195552","999.96","Prior FYs"
"13195552","1000.00","Prior FYs"
"13195552","500.00","Prior FYs"
"13195552","500.00","Prior FYs"
"13195552","500.01","Prior FYs"
"13195552","500.00","Prior FYs"
"13195552","448.00","Prior FYs"
"13195552","999.96","Prior FYs"
"13195552","1000.00","Prior FYs"
"13195552","999.92","Prior FYs"
"13195552","85.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","85.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
