"Hard and Soft Credit : Constituent : JHAS ID","Credit Amount","Fiscal Years"
"10165895","100.00","Prior FYs"
"10188604","125.00","Prior FYs"
"10347793","25.00","Prior FYs"
"10165895","100.00","Prior FYs"
"10188604","1500.00","Prior FYs"
"10347793","20.00","Prior FYs"
"10166106","25.00","Prior FYs"
"10188604","125.00","Prior FYs"
"10347793","20.00","Prior FYs"
"10166115","10.00","Prior FYs"
"10188604","2000.00","Prior FYs"
"10347793","1000.00","Prior FYs"
"10166115","10.00","Prior FYs"
"10188604","200.00","Prior FYs"
"10347793","500.00","Prior FYs"
"10166115","5.00","Prior FYs"
"10188604","150.00","Prior FYs"
"10347793","500.00","Prior FYs"
"10166260","25.00","Prior FYs"
"10188604","2500.00","Prior FYs"
"10347793","1000.00","Prior FYs"
"10166260","25.00","Prior FYs"
"10188604","150.00","Prior FYs"
"10347793","500.00","Prior FYs"
"10166260","25.00","Prior FYs"
"10188604","200.00","Prior FYs"
"10347793","500.00","Prior FYs"
"10166260","25.00","Prior FYs"
"10188604","150.00","Prior FYs"
"10347793","500.00","Prior FYs"
"10166260","25.00","Prior FYs"
"10188604","2500.00","Prior FYs"
"10347793","1000.00","Prior FYs"
"10166260","25.00","Prior FYs"
"10188604","2000.00","Prior FYs"
"10347998","25.00","Prior FYs"
"10166260","25.00","Prior FYs"
"10188604","1500.00","Prior FYs"
"10347998","25.00","Prior FYs"
"10166260","20.00","Prior FYs"
"10188604","1200.00","Prior FYs"
"10347998","50.00","Prior FYs"
"10166345","25.00","Prior FYs"
"10188604","500.00","Prior FYs"
"10347998","150.00","Prior FYs"
"10166484","20.00","Prior FYs"
"10188604","2000.00","Prior FYs"
"10347998","300.00","Prior FYs"
"10166484","20.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10347998","200.00","Prior FYs"
"10166486","5.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10347998","500.00","Prior FYs"
"10166486","5.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10347998","500.00","Prior FYs"
"10166486","17.41","Prior FYs"
"10188605","25.00","Prior FYs"
"10347998","500.00","Prior FYs"
"10166494","50.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166494","100.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166494","100.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166494","50.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166494","50.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166494","50.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166494","50.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166494","50.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166494","100.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166494","100.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166494","10.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166494","100.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166494","100.00","Prior FYs"
"10188605","30.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166494","100.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166494","100.00","Prior FYs"
"10188605","55.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166513","30.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166513","50.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166513","25.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10348169","20.00","Prior FYs"
"10166513","30.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166513","50.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166513","25.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10348169","25.00","Prior FYs"
"10166522","50.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","20.00","Prior FYs"
"10166522","20.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166522","70.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166522","100.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166556","500.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166556","250.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166561","15.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166752","50.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166752","50.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166752","50.00","Prior FYs"
"10188605","30.00","Prior FYs"
"10348169","50.00","Prior FYs"
"10166754","35.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166754","35.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166768","25.00","Prior FYs"
"10188605","55.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166795","25.00","Prior FYs"
"10188605","35.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166795","25.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166795","25.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166795","25.00","Prior FYs"
"10188605","25.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166795","30.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166795","50.00","Prior FYs"
"10188605","50.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166833","200.00","Prior FYs"
"10188608","25.00","Prior FYs"
"10348169","100.00","Prior FYs"
"10166833","450.00","Prior FYs"
"10188608","100.00","Prior FYs"
"10348217","50.00","Prior FYs"
"10166889","200.00","Prior FYs"
"10188608","50.00","Prior FYs"
"10348257","100.00","Prior FYs"
"10166890","249.00","Prior FYs"
"10188608","50.00","Prior FYs"
"10348266","25.00","Prior FYs"
"10166891","5.00","Prior FYs"
"10188608","50.00","Prior FYs"
"10348266","25.00","Prior FYs"
"10166891","30.00","Prior FYs"
"10188608","25.00","Prior FYs"
"10348331","366.68","Prior FYs"
"10167058","20.00","Prior FYs"
"10188608","100.00","Prior FYs"
"10348331","366.68","Prior FYs"
"10167059","25.00","Prior FYs"
"10188608","50.00","Prior FYs"
"10348331","366.68","Prior FYs"
"10167146","50.00","Prior FYs"
"10188608","25.00","Prior FYs"
"10348331","1600.00","Prior FYs"
"10167233","50.00","Prior FYs"
"10188608","50.00","Prior FYs"
"10348331","183.34","Prior FYs"
"10167281","25.00","Prior FYs"
"10188608","50.00","Prior FYs"
"10348331","514.28","Prior FYs"
"10167281","25.00","Prior FYs"
"10188608","25.00","Prior FYs"
"10348331","750.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","250.00","Prior FYs"
"10348331","1000.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","300.00","Prior FYs"
"10348331","900.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","500.00","Prior FYs"
"10348331","1000.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","700.00","Prior FYs"
"10348331","500.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","250.00","Prior FYs"
"10348331","900.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","150.00","Prior FYs"
"10348331","200.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348331","300.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","300.00","Prior FYs"
"10348331","750.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","400.00","Prior FYs"
"10348485","45.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","200.00","Prior FYs"
"10348485","35.00","Prior FYs"
"10167281","50.00","Prior FYs"
"10188410","400.00","Prior FYs"
"10348485","45.00","Prior FYs"
"10167281","25.00","Prior FYs"
"10188410","2500.00","Prior FYs"
"10348485","50.00","Prior FYs"
"10167322","25.00","Prior FYs"
"10188410","250.00","Prior FYs"
"10348485","45.00","Prior FYs"
"10167322","50.00","Prior FYs"
"10188410","250.00","Prior FYs"
"10348485","45.00","This FY"
"10167322","20.00","Prior FYs"
"10188410","150.00","Prior FYs"
"10348537","250.00","Prior FYs"
"10167322","20.00","Prior FYs"
"10188410","10000.00","Prior FYs"
"10348537","500.00","Prior FYs"
"10167322","20.00","Prior FYs"
"10188410","250.00","Prior FYs"
"10348537","500.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","300.00","Prior FYs"
"10348537","250.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","200.00","Prior FYs"
"10348537","100.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","250.00","Prior FYs"
"10348664","1500.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","50.00","Prior FYs"
"10348664","120.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","250.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","300.00","Prior FYs"
"10348664","37.50","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","500.00","Prior FYs"
"10348664","37.50","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","400.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","1000.00","Prior FYs"
"10348664","37.50","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","200.00","Prior FYs"
"10348664","43.74","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","250.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167481","25.00","Prior FYs"
"10188410","350.00","Prior FYs"
"10348664","43.74","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","1500.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","43.74","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","25.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","49.98","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","30.00","Prior FYs"
"10348664","43.74","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","25.00","Prior FYs"
"10348664","49.98","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","110.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","150.00","Prior FYs"
"10348664","49.98","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","50.00","Prior FYs"
"10348664","49.98","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","20.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","25.00","Prior FYs"
"10188410","20.00","Prior FYs"
"10348664","56.22","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","56.22","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","58.00","Prior FYs"
"10348664","56.22","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","56.22","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","35.00","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","75.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","40.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","50.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","75.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","1000.00","Prior FYs"
"10348664","63.18","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","125.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","25.00","Prior FYs"
"10188410","1000.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","25.00","Prior FYs"
"10188410","1500.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","600.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","100.00","Prior FYs"
"10348664","62.46","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","2000.00","Prior FYs"
"10348664","37.50","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","500.00","Prior FYs"
"10348664","50.00","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","150.00","Prior FYs"
"10348664","100.00","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","787.56","Prior FYs"
"10348664","10.00","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","1000.00","Prior FYs"
"10348664","100.00","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","1250.00","Prior FYs"
"10348664","100.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","1400.00","Prior FYs"
"10348669","25.00","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","2850.00","Prior FYs"
"10348669","25.00","Prior FYs"
"10167483","50.00","Prior FYs"
"10188410","600.00","Prior FYs"
"10348669","100.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","200.00","Prior FYs"
"10348669","20.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","2500.00","Prior FYs"
"10348669","20.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","7500.00","Prior FYs"
"10348669","100.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","497.00","Prior FYs"
"10348669","25.00","Prior FYs"
"10167483","100.00","Prior FYs"
"10188410","175.00","Prior FYs"
"10348669","20.00","Prior FYs"
"10167634","150.00","Prior FYs"
"10188410","160.00","Prior FYs"
"10348669","20.00","Prior FYs"
"10167634","150.00","Prior FYs"
"10188410","10000.00","Prior FYs"
"10348669","25.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188410","5000.00","Prior FYs"
"10348669","25.00","Prior FYs"
"10167697","50.00","Prior FYs"
"10188410","10000.00","Prior FYs"
"10348669","25.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188410","6000.00","Prior FYs"
"10348669","200.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188410","44870.00","Prior FYs"
"10348669","50.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188410","10000.00","Prior FYs"
"10348669","25.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188410","4000.00","Prior FYs"
"10348669","50.00","Prior FYs"
"10167697","50.00","Prior FYs"
"10188410","10000.00","Prior FYs"
"10348669","20.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188410","10000.00","Prior FYs"
"10348670","25.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188410","1.00","Prior FYs"
"10348670","150.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188410","10000.00","Prior FYs"
"10348670","300.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188411","20.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188411","10.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167697","100.00","Prior FYs"
"10188411","5.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188411","10.00","Prior FYs"
"10348670","50.00","Prior FYs"
"10167697","100.00","Prior FYs"
"10188411","5.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167697","25.00","Prior FYs"
"10188411","10.00","Prior FYs"
"10348670","50.00","Prior FYs"
"10167697","100.00","Prior FYs"
"10188411","10.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167697","100.00","Prior FYs"
"10188411","20.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167769","25.00","Prior FYs"
"10188411","10.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167981","50.00","Prior FYs"
"10188411","10.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167981","25.00","Prior FYs"
"10188411","10.00","Prior FYs"
"10348670","150.00","Prior FYs"
"10167981","25.00","Prior FYs"
"10188411","20.00","Prior FYs"
"10348670","25.00","Prior FYs"
"10167981","50.00","Prior FYs"
"10188411","20.00","Prior FYs"
"10348670","50.00","Prior FYs"
"10167981","25.00","Prior FYs"
"10188411","20.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167981","50.00","Prior FYs"
"10188411","20.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167981","25.00","Prior FYs"
"10188412","30.00","Prior FYs"
"10348670","50.00","Prior FYs"
"10167981","50.00","Prior FYs"
"10188412","20.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167981","50.00","Prior FYs"
"10188412","20.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167981","50.00","Prior FYs"
"10188412","15.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10167981","50.00","Prior FYs"
"10188412","10.00","Prior FYs"
"10348670","150.00","Prior FYs"
"10168072","15.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348670","100.00","Prior FYs"
"10168072","10.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348670","25.00","Prior FYs"
"10168094","100.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348670","50.00","Prior FYs"
"10168094","25.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348670","50.00","Prior FYs"
"10168094","100.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348670","37.00","Prior FYs"
"10168094","25.00","Prior FYs"
"10188412","10.00","Prior FYs"
"10348671","100.00","Prior FYs"
"10168094","2100.00","Prior FYs"
"10188412","10.00","Prior FYs"
"10348671","100.00","Prior FYs"
"10168094","2500.00","Prior FYs"
"10188412","15.00","Prior FYs"
"10348671","100.00","Prior FYs"
"10168094","8300.00","Prior FYs"
"10188412","20.00","Prior FYs"
"10348671","150.00","This FY"
"10168094","50.00","Prior FYs"
"10188412","20.00","Prior FYs"
"10348674","100.00","Prior FYs"
"10168102","10.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","150.00","Prior FYs"
"10168102","10.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","25.00","Prior FYs"
"10168102","5.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","25.00","Prior FYs"
"10168116","25.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","150.00","Prior FYs"
"10168116","25.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","20.00","Prior FYs"
"10168116","50.00","Prior FYs"
"10188412","30.00","Prior FYs"
"10348674","20.00","Prior FYs"
"10168126","100.00","Prior FYs"
"10188412","10.00","Prior FYs"
"10348674","20.00","Prior FYs"
"10168272","50.00","Prior FYs"
"10188412","10.00","Prior FYs"
"10348674","20.00","Prior FYs"
"10168273","25.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","20.00","Prior FYs"
"10168273","50.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","10.00","Prior FYs"
"10168305","15.41","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","10.00","Prior FYs"
"10168317","100.00","Prior FYs"
"10188412","100.00","Prior FYs"
"10348674","200.00","Prior FYs"
"10168502","30.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348674","43.00","Prior FYs"
"10168502","30.00","Prior FYs"
"10188412","20.00","Prior FYs"
"10348675","25.00","Prior FYs"
"10168502","25.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348711","1000.00","Prior FYs"
"10168502","25.00","Prior FYs"
"10188412","25.00","Prior FYs"
"10348711","1000.00","Prior FYs"
"10168502","30.00","Prior FYs"
